product_id,product_name,aisle_id,department_id
13126,"Seitan, Chipotle Style, Ground",14,20
13129,"Delifresh Mesquite Turkey Breast, 98% Fat Free, Gluten Free",96,20
13132,Organic Maple Drinkable Yogurt,120,16
13136,Shredded Pizza Blend Cheese,21,16
13166,"Organic Milk Reduced Fat, 2% Milkfat",84,16
13176,Bag of Organic Bananas,24,4
13196,Sheep's Milk Halloumi Cheese,21,16
13202,Organic Grape Tomato,83,4
13203,Natural Bliss Salted Caramel Flavor All-Natural Coffee Creamer,53,16
13205,"Kefir Cultured Milk Smoothie, Lowfat, Plain",120,16
13210,Italian Style Shredded Parmesan Cheese,21,16
13216,Organic Peach,24,4
13219,Organic Unsweetened Plain Soymilk,91,16
13225,Lowfat Milk,84,16
13232,Strawberry 0% Fat Oikos Greek Yogurt,120,16
13237,Original Egg Substitute,86,16
13246,Cream Cheese Fruit Dip,67,20
13249,Skim Milk,84,16
13263,Non Fat Acai & Mixed Berries Yogurt,120,16
13266,Manchego,2,16
13269,Oh My Yog! Pacific Coast Strawberry Trilayer Yogurt,120,16
13286,Dairy Pure Fat Free Milk,84,16
13287,Bistro Bowl Chicken Caesar Salad,123,4
13291,Organic Cabbage,83,4
13309,Abate Fetel Pear,24,4
13318,Organic YoToddler Pouch Pear Spinach Mango Yogurt,120,16
13320,Lorraine Swiss,2,16
13330,Cream Cheese Alternative Chive & Garlic,108,16
13333,Hearty Sage,16,4
13334,Strawberry Blueberry Yogurt,120,16
13337,"Cheese, Gouda, Apple Smoked",21,16
13351,Total 0% Peach Yogurt,120,16
13365,Oven Roasted Turkey Breast Reduced Sodium,96,20
13368,Organic Cooked Vanilla Pudding & Pie Filling Mix,71,16
13388,Land O' Lakes Mini Moo's Half & Half,53,16
13390,Deli Deluxe 2% Milk American Cheese Slices,21,16
13398,HL HUMMUS    RED PEPPER,67,20
13409,Dubliner Wedge Pre Cut Cheese,2,16
13419,Tofu Black Bean Veggie Pie,13,20
13426,Sour Cream Light,108,16
13435,Amish Blue Cheese,2,16
13461,Epoisses Cheese,2,16
13479,Coffee All Natural Lowfat Yogurt,120,16
13492,Spreadable W/Canola Oil Butter,36,16
13495,New York Sharp Cheddar Cheese,21,16
13500,Mild Sliced Cheddar Cheese,21,16
13502,Blue Cheese Crumbles Cheese,21,16
13512,Organic Smoked Chicken Breast,96,20
13531,Petite Camembert Cheese,2,16
13536,Shredded Parmesan Cheese,21,16
13544,3 Color Deli Coleslaw,123,4
13548,Guacamole Dip,67,20
13550,Dill Chabis Pure Goat Milk Cheese,21,16
13563,Mushroom Baby Bella,123,4
13567,Fancy Shredded Cheese,21,16
13568,Yogurt Almond Milk Coconut,84,16
13575,Apples,24,4
13578,Natural Sliced Gouda Cheese,21,16
13585,Non-Alcoholic White Chocolate Peppermint Bark Coffee Creamer,53,16
13589,Dried Porcini Mushrooms,123,4
13593,Yellow American Cheese 2% Milk Singles,21,16
13603,Tarragon Chicken Salad,1,20
13609,"Heirloom Brown Eggs, Cage Free",86,16
13611,Greek Nonfat Yogurt Strawberry,120,16
13616,Steam Fingerling Potato,123,4
13620,Decker Bundle,13,20
13623,Heirloom Navel Orange,24,4
13626,Simply 100 Vanilla Blended Non-Fat Greek Yogurt,120,16
13629,Organic Snipped Green Beans,83,4
13638,Light White Chocolate Strawberry Fat Free Yogurt,120,16
13640,Asian Pears,24,4
13646,Lemon Hummus,67,20
13662,Calzone Spinach Feta & Tomato,13,20
13663,Power Up Greens Baby Kale & Greens,123,4
13671,Sliced Van Gogh Original Gouda Cheese,21,16
13698,Greek Raspberry Whole Milk Yogurt,120,16
13712,Cold Brew Coffee Double Espresso with Almond Milk,91,16
13720,Yellow Peach,24,4
13721,Organic Alphonso Mango Lassi,120,16
13722,Muenster Chunk Cheese,21,16
13728,Grilled Chicken,13,20
13733,Red Potatoes,83,4
13735,Loaded Potato Salad,1,20
13743,French Vanilla Sugar Free Powder Coffee Creamer,53,16
13747,"Honeycrisp Apples, Bag",24,4
13766,Natural Goat Cheese,2,16
13773,Roast Turkey Breast Slices Turkey,96,20
13780,Thyme,16,4
13781,Milano Salame,96,20
13785,Lettuce Boston,83,4
13802,Salted Sweet Cream Butter,36,16
13803,Vegetarian Fed Hens Grade A Brown Eggs Large,86,16
13806,1% Milkfat Low Fat Vitamin A & D Milk,84,16
13808,Organic Black Cherry Lowfat Yogurt,120,16
13815,Honey Maple Ham,13,20
13828,Garlic & Herbs Spreadable Cheese,2,16
13834,Ultra Thin Oven Roasted Turkey Breast,96,20
13836,Fromage Blanc Cheese,2,16
13852,Organic Broccoli Crown,83,4
13860,Tomatoes Kumato,83,4
13867,Crumbled Gorgonzola,21,16
13872,Trimmed Green Beans,123,4
13882,Goat Milk Yogurt Blueberry,120,16
13888,Parsley Freeze-Dried Herbs,16,4
13900,Vanilla Whole Milk Yogurt,120,16
13923,Cucumbers,83,4
13926,Shredded Italian Five Cheese Blend,21,16
13935,Hot Chocolate All Natural,84,16
13949,Organic Extra Large Omega 3 Grade AA Eggs,86,16
13952,"Cheese, Fresh Mozzarella",21,16
13955,Colby Jack Shredded Cheese,21,16
13967,Cheddar Slices,21,16
13980,"Jalape̱o String Cheese, Low Moisture Part Skim Mozzarella Cheese with Jalape̱o Peppers",21,16
13982,Palmetto Cheese Original,21,16
13984,Organic Mint,16,4
13988,Snow Peas,83,4
13992,Ultra Sharp Cheese Cheddar,2,16
13997,Braeburn Apple,24,4
14005,Ultimate Caesar Salad Kit,123,4
14006,Mixed Berry Fruit On The Bottom Yogurt,120,16
14019,Bellavitano Raspberry Wedge,21,16
14023,Milk Chocolate Hobnobs,84,16
14031,Garden Fresh Sweet Onion Salsa,67,20
14036,Mini Semisoft Gouda Cheeses,21,16
14037,Greek Nonfat Strained Yogurt Blended with Blueberry,120,16
14048,Lemon Twist Hummus,67,20
14054,Mushroom Blend,123,4
14065,"Cottage Cheese 2% Milkfat Lowfat,Blueberry Topping",21,16
14073,"Snacking Cheese, Fresh Mozzarella",2,16
14074,"Cheese Alternative, American Style, Slices",21,16
14075,Cranberry Creme Brulee Kefir Cultured Lowfat Milk Smoothie,120,16
14084,Organic Unsweetened Vanilla Almond Milk,91,16
14088,Oregon Raspberry Lowfat Yogurt,120,16
14108,Chop Italian Bistro Bowl,123,4
14111,"Light, Very Vanilla",120,16
14115,Veggie Deli Turkey Slices,14,20
14121,Organic Yo Kids Squeezers,120,16
14147,Sweet Cream Salted Butter,36,16
14150,"Deli Slices, Bologna Style",14,20
14152,Fresh Mozzarella Sliced Cheese,21,16
14154,Reduced Fat Sharp Cheddar Cheese,21,16
14159,Seedless Watermelon,24,4
14161,Kiwi,24,4
14177,Chocolate Almond Milk,91,16
14190,Greek Strawberry Nonfat Yogurt,120,16
14218,Grade A Large Eggs Cage Free Omega 3,86,16
14239,Garlicky Hummus 8oz,67,20
14243,Cream Cheese With Chive & Onion,108,16
14245,"Yogurt Spread, Mediterranean, Original",21,16
14254,Original Rice Pudding,71,16
14260,"Organic Red Potatoes, Bag",83,4
14268,Italian Five Cheese Shredded Cheese,21,16
14311,Mini I.D.'s Caramel Macchiato Non-Dairy Coffee Creamer,53,16
14333,Pluot,24,4
14347,Mortadella,96,20
14358,Organic Almond Chocolate Non Dairy Beverage,91,16
14364,Paneer,21,16
14365,Whipped Mixed Berry Tub,108,16
14371,Organic Nonfat Milk,84,16
14374,Fat Free Dill Vegetable Dip,67,20
14378,Finocchiona Salami,96,20
14391,Herb Salami,96,20
14437,Total Greek Yogurt With Honey,120,16
14459,Strawberry Guanabana Asian Yogurt,120,16
14460,Florida Avocado,24,4
14488,Sliced Muenster Cheese,21,16
14495,Supremo Queso Oaxaca,21,16
14509,Whole Milk Pure Blueberry,120,16
14511,Grated Pecorino Romano,2,16
14532,Classic French Veal Demi Glace,21,16
14539,Lite French Onion Dip,67,20
14540,Organic Beefsteak Tomato,83,4
14557,Uncured Turkey Pastrami,96,20
14559,Soba Noodles With Sesame Almond Sauce,1,20
14566,Thick & Creamy Strawberry Flavored Lowfat Yogurt,120,16
14575,Organic Cello Lettuce,83,4
14585,Portabella Mushrooms,123,4
14607,Organic Lowfat Strawberry Yogurt Kefir,120,16
14617,Goat Milk Feta Crumbled,21,16
14618,Bag Of Baby Lemons,24,4
14634,Original Spread,36,16
14637,"Coconut, Sweet Young, Thai",123,4
14651,Tommy/Kent/Keitt/Haden Mango,24,4
14668,Organic Premium Sweet Petite Mini Peeled Carrots,123,4
14671,Hydroponic Bibb Lettuce,83,4
14686,Graziers Salted Butter,36,16
14702,Maple Honey Ham,96,20
14704,Organic Bagged Valencia Oranges,24,4
14727,Yellow Onion,123,4
14730,Gold Pineapple,24,4
14759,Organic Cheddar Cheese Shapes,21,16
14771,Non-Dairy French Vanilla Singles Creamer,53,16
14781,Dairy Free Lite Culinary Coconut Milk,91,16
14786,Sriracha Hommus,67,20
14800,Artichoke Jalapeno Dip,67,20
14819,Crazy Feta Dip,67,20
14853,Organic Oat Non-Dairy Original Beverage,91,16
14864,Low-Fat Chicken Tortilla Soup,1,20
14865,Extra Sharp Cheddar Spreadable Cheese,21,16
14870,Icelandic Style Fat Free Plain Yogurt,120,16
14874,Organic Eggs Large,86,16
14876,Soppresata Dry Salame,96,20
14882,2% Milkfat Reduced Fat Milk,84,16
14883,Organic Cream Top Vanilla Yogurt,120,16
14886,Genoa Salami,96,20
14888,98% Fat Free Premium Ham in Natural Juices,96,20
14889,Light Garlic & Herbs Cheese Dip,2,16
14893,Ciliegine Mozzarella,2,16
14897,Sweet Potato Yam,83,4
14903,Whips! Orange Creme Flavored Lowfat Yogurt Mousse,120,16
14917,Blackberry Yogurt,120,16
14925,Pearl Plastic Super Absorbenncy Tampons,21,16
14927,Blueberry,24,4
14929,Unsalted Homemade Butter,36,16
14939,Asiago Freshly Shredded,2,16
14946,Organic Yummy Veggie Nutrition Chocolate Milkshake,84,16
14948,Microwave-Ready Idaho Potato,83,4
14952,Sweet & Crunchy Salad Blend,123,4
14966,Organic Mandarins,24,4
14979,Mozzarella Ciliegine,21,16
14981,100% Florida Super Red Grapefruit Juice,24,4
14988,Hommus Edamame,67,20
14992,Green Beans,83,4
14994,Baby Dynamic Duo Potatoes,83,4
14999,Grade A Large Brown Eggs,86,16
15004,Bulgarian Feta,21,16
15025,Brown Fertile Jumbo Grade AA Eggs,86,16
15040,Organic Acorn Squash,83,4
15053,Lowfat Pomegranate Kefir Probiotic Cultured Milk Smoothie,120,16
15065,Original Raspberry,71,16
15070,Low Fat Vanilla Non Dairy Yogurt,120,16
15072,"Chili Pepper, Lightly Dried",123,4
15079,Turnip,83,4
15081,"Eggs, Organic, Pasture-Raised, Large",86,16
15082,Deli Style Roast Beef Thin Sliced,96,20
15100,Fresh Spinach,123,4
15119,Black Pepper Beef,96,20
15120,Classic Vanilla Yogurt,120,16
15122,Organic Cottage Cheese Sun Dried Tomato,108,16
15130,Fresh Cut Baby Carrots,123,4
15134,Strawberry Gelatin,71,16
15136,Vanilla Bean Almond Milk,91,16
15142,Low Fat Milk With Vitamins A & D,84,16
15143,Blueberry Pint,24,4
15146,Vanilla Rice Drink,91,16
15162,Potted Thyme,16,4
15163,Organic Vanilla Coconut Milk Yogurt,120,16
15178,Organic Vegetable Medley,123,4
15180,Oikos Toasted Coconut Chocolate Crunch Yogurt,120,16
15200,Organic Green Beans,83,4
15215,Butter Babies Potatoes,83,4
15218,"Yogurt, Greek Style, Honey Peach",120,16
15221,2% Milk,84,16
15225,Kosher Italian Style Freshly Shaved Parmesan and Asiago Cheese,21,16
15234,Mangos,24,4
15237,Macaroni & Cheese Refrigerated Sides,13,20
15261,Organic Rosemary,16,4
15263,Simply...Go-Gurt Strawberry/Mixed Berry Variety Pack Portable Low Fat Yogurt,120,16
15269,Natural Medium Cheddar Cheese,21,16
15273,Organic Jumbo Grade A Pastured Eggs,86,16
15279,Soy Milk Plain,91,16
15285,Lowfat Cottage Cheese,108,16
15286,Cold Stone Creamery Sweet Cream Coffee Creamer,53,16
15287,Sliced White American Cheese,21,16
15290,Orange Bell Pepper,83,4
15293,Classic Iceberg Salad,123,4
15297,Strawberry Oikos Greek Yogurt,120,16
15298,Genoa Salame Tradizionale,96,20
15311,Original Organic Soymilk,91,16
15314,Cheddar Cheese Sticks,21,16
15325,Asian Sesame Chopped Salad Kit,123,4
15343,Coffee Blended Low-Fat Greek Yogurt,120,16
15345,Ch̬vre Herb Chabis Cheese,21,16
15352,Organic Habanero & Lime Hummus,67,20
15355,Italian Style Veggie Protein Smart Sausages,14,20
15366,Blueberry Soy Yogurt,120,16
15368,2% Greek Style Vanilla Yogurt,120,16
15390,All Natural Plain Yogurt,120,16
15399,"Almondmilk Creamer, Vanilla",91,16
15404,Fresh Sliced Mozzarella,21,16
15406,Enchilada Wrap,13,20
15431,Danimals Squeezables Lowfat Yogurt Cotton Candy Flavor,120,16
15436,Espresso Bellavitano,21,16
15439,Salame Toscano,13,20
15441,Peeled and Steamed Garbanzo Beans,123,4
15446,Fresh Red Grapefruit,123,4
15456,Fruyo Greek Nonfat Strained Yogurt Blended with Pineapple,120,16
15479,Organic Rainier Cherries,123,4
15482,Cobb Salad,1,20
15496,"Off the Block, 4 Cheese Mexican",21,16
15503,Pickling Cucumber,83,4
15522,Orange Cream Traditional Oikos Greek Yogurt,120,16
15526,Creamy Queso Fresco Chipotle,21,16
15527,Teriyaki Veggie Burgers,14,20
15541,Original Almondmilk,91,16
15552,Roasted Brussel Sprouts,13,20
15556,Original Sliced Grand Cru Cheese,21,16
15568,Hot Habanero Cheddar Cheese,21,16
15570,Unsweetened AlmondPlus Almond Milk,91,16
15575,Organic Strawberry Coconut Milk Yogurt,120,16
15586,Roasted Chicken,13,20
15592,Organic Baby Romaine Lettuce,123,4
15600,Bakery Shop Banana Cream Pie Pudding,71,16
15604,Fat Free Plain Yogurt,120,16
15606,One Bite White Delight Potatoes,123,4
15613,Salted Tub of Butter,36,16
15629,Wine Infused Salame Cheese and Crackers Small Plates,2,16
15633,Shredded Reduced Fat Mozzarella Cheese,21,16
15640,Salsa,67,20
15641,Salsa Restaurant Style Medium,67,20
15649,Baby Seedless Cucumbers,83,4
15703,Original Strawberry/Harvest Peach Variety Pack Low Fat Yogurt,120,16
15704,Hatch Chile Salsa Roja,67,20
15712,Organic Traditional Plain Kefir,120,16
15718,Ultra Thin Mild Cheddar Slices,21,16
15719,Organic Broccoli And Carrots,123,4
15724,White Sweet Potatoes,123,4
15728,Aloo Gobi Chana Masala & Biryani Bento,13,20
15737,"Cheese, Pure Goat Milk, Plain Chef's Chevre",21,16
15738,Organic Garden Blend Sprouts,123,4
15749,No Sugar Added Diced Peaches-Diced Pears & Mandarin Oranges Fruit,123,4
15758,Organic Hachiya Persimmons,24,4
15762,Reduced Fat Plain Goat's Milk Cheese,2,16
15767,Blackened Chicken Salad,1,20
15772,Pineapple Spears,32,4
15783,Smoked 5 Spice Tofu,14,20
15789,Dairy Pure 1% Low Fat Milk,84,16
15794,Affi's Aubergine Fire Roasted Eggplant & Garlic All Natural Dip,67,20
15801,"Cheese, Crumbles, Amish Blue",21,16
15842,Dairy Free Coconut Milk Yogurt Alternative,120,16
15856,Kumkuats,24,4
15863,Cheddar Sharp Slices 12 ct Cheese,21,16
15872,Celery Hearts,83,4
15885,Organic Vegan Smoked Farmhouse Cheese,2,16
15892,Veggie Dogs,14,20
15895,Queso Chihuahua Quesadilla Cheese Shredded,21,16
15906,Midnight Moon,2,16
15913,Ranch Veggie Dip,67,20
15921,Oven-Roasted Turkey Breast,96,20
15923,Supremely Spicy Hummus,67,20
15926,Otria Greek Yogurt Veggie Dip Cucumber Dill Feta,67,20
15929,Tart Apple Slices,123,4
15934,Moroccan Lentil Pie,13,20
15935,Rainbow Carrot Bunch,83,4
15937,Shallot,83,4
15945,Freshly Shredded Parmesan Cheese,21,16
15952,Danimals Squeezables Lowfat Yogurt Strawberry Mlkshake Falvor,120,16
15962,Organic Red Potato Bag,83,4
15972,Yellow Tomato,83,4
15979,Extra Sharp Cheddar Cheese Block,21,16
15981,Unsweetened Soymilk,91,16
15984,Almond Milk Blueberry Yogurt,120,16
15991,Lactose Free Grade A Low Fat Vanilla Yogurt,120,16
15992,Blackberry Serrano Yogurt,120,16
15997,Non-Fat Goat Milk Yogurt,120,16
16004,"Cheese, Provolone",21,16
16012,Turkey & Cheese Tray,123,4
16035,Seafood Salad,13,20
16049,Original Almondmilk Non Dairy Milk Alternative,91,16
16073,Dairy Pure Fresh Half And Half,53,16
16080,95% Fat Free Bologna,96,20
16083,Organic Large Brown Eggs,86,16
16089,Mild Cheddar,21,16
16091,2% Milk Reduced Fat Cheese,21,16
16094,Fireside Apples,24,4
16097,Total with Cherry Greek Strained Yogurt,120,16
16107,Mousse Du Perigod,96,20
16114,8 Piece Grilled Chicken,13,20
16116,Swiss Style Slices cheese alternative,21,16
16120,Dairy Free Rice Vegan Slices American Flavor,91,16
16127,Neufchatel Cheese 1/3 Less Fat,21,16
16130,Bistro Organic Caesar Salad Bowl with Chicken,1,20
16144,Cilantro Paste,16,4
16149,"Ham, Parma, Prosciutto di Parma",96,20
16156,Aloe Vera,16,4
16167,Whole Milk New Orleans Coffee Yogurt,120,16
16168,Large Organic Omega3 Brown Eggs,86,16
16175,Greek Tirmisu,120,16
16178,Soup Chicken Tortilla,1,20
16179,Taro Root,83,4
16180,Coconut Milk Yogurt Alternative Mixed Berry Flavor,120,16
16181,Casa Sanchez,21,16
16182,Red Oak Leaf,123,4
16185,Sharp Cheddar Cheese,21,16
16186,Chocolate Fudge,71,16
16187,Fresh Mozzarella Fresca Ball,21,16
16192,Premium Natural Pepper Jack Cheese,21,16
16227,Klondike Medley Petite Potatoes,123,4
16231,Butter with Coarse Sea Salt,36,16
16232,L'Original Swiss Fondue Cheese,21,16
16234,Vitamin D Organic Milk,84,16
16237,Finely Shredded Mozzarella Cheese,21,16
16243,Organic Sun-Washed Mediterranean Salad,123,4
16248,Tropical Medley,123,4
16249,Lacinato Kale Og,83,4
16251,Double Cream Cremont,2,16
16257,2% Milkfat Low Fat Large Curd Pot Style Cottage Cheese,108,16
16259,Classic Chevre Crumbled Goat Cheese,21,16
16268,Vegan Butter,36,16
16271,Wholly Salsa Avocado Verde,67,20
16277,Broccoli,83,4
16278,Organic Delicata Squash,83,4
16279,Potato Kugel,13,20
16280,Asiago Pontina Parmesan Provolone Four Cheese Freshly Shredded,21,16
16283,Fresh Asparagus,83,4
16289,Greek 0% Fat Strawberry on the Bottom Yogurt,120,16
16291,Organic Extra Large Brown Omega 3 Eggs,86,16
16301,"Genoa Salame, Provolone Cheese & Breadsticks",13,20
16303,Hazelnut Half+Half,53,16
16339,Aged Reserve Cheese,21,16
16346,Tempura Shrimp Roll,13,20
16349,Organic Yams,83,4
16355,Fingerling Potatoes,83,4
16372,Original Macadamia Milk,91,16
16377,Roasted Garlic Almond Spread,67,20
16395,Cheddar Jack Cheese,21,16
16396,Grass milk Raw Cheddar Cheese,21,16
16414,Finely Shredded Parmesan Cheese,21,16
16415,Almond Breeze Almond & Coconut Milk Blend,91,16
16424,Cracked & Ready Liquid Egg Product,86,16
16425,Organic Lowafat 1% Milk,84,16
16432,Organic Honey Gold Potatoes,83,4
16433,Ham & Cheese Loaf,96,20
16446,Grade A Pasturized Light Sour Cream,108,16
16469,Broccoli Cheddar Quiche,13,20
16470,Big Slice Aged Swiss Cheese,21,16
16478,Alfalfa Sprouts,123,4
16489,1 % Lowfat Milk,84,16
16505,"Organic Mini Sweet Pepper, Pint",83,4
16531,Muscatell Grapes,24,4
16536,Peach Yogurt,120,16
16540,Chicken Ceasar Wrap,1,20
16553,Light & Fit Strawberry Greek Yogurt,120,16
16564,Fresh Diced Celery & Onions,123,4
16565,Amish Gorgonzola Cheese Crumbles,21,16
16566,Fajita Mix,123,4
16569,Hummus Original,67,20
16570,Organic Fresh Carrot Chips,123,4
16576,Chili Rice Scooter,13,20
16593,Dubliner Cracker Cut Cheese,21,16
16604,Italian Kitchen Crushed Tomatoes,123,4
16610,Organic Italian Parsley,16,4
16611,Milk,84,16
16616,Organic Sliced White Mushrooms,123,4
16617,Organic Muenster Cheese Slices,21,16
16618,Classic Potato Salad,1,20
16626,Brownie Moose Tracks Ice Cream,71,16
16636,2% Milk Swiss Singles,21,16
16640,Holiday Egg Nog,84,16
16653,Boston Lettuce,83,4
16660,Blueberry Cream Cheese,108,16
16661,Chipotle Pepper Hummus Wrap,13,20
16663,Mozzarella Style Slices,21,16
16677,USA Florida Juice Oranges,24,4
16686,Greek 100 Calories Tropical Fruit Yogurt,120,16
16703,4% Milkfat Large Curd Cottage Cheese,108,16
16704,Bag Pink Lady Apples,123,4
16706,Skim Ricotta Cheese,108,16
16715,Organic Lowfat Plain Unsweetened Kefir,120,16
16727,Organic Bosc Pears,24,4
16731,Pure  Vanilla Almondmilk,91,16
16736,Oreo Cookie Pudding Snacks,71,16
16745,Shredded Mexican-Style Four Cheese,21,16
16751,"Organic Baby Sweet Potatoes, Microwaveable",83,4
16754,Flip PB&J Low-Fat Greek Yogurt,120,16
16757,Barista Blend Pure Almond Milk,53,16
16759,Organic Carrot Bunch,83,4
16763,Blackberry Drinkable Yogurt,120,16
16768,100% Lactose Free Reduced Fat Calcium Enriched Milk,91,16
16779,Holey Cow,2,16
16781,Chanterelle Mushroom And Ricotta Cappellacci,13,20
16797,Strawberries,24,4
16807,Organic Lowfat Milk 1% Milkfat,84,16
16818,Vanilla Nonfat Yogurt,120,16
16821,GoGurt Turtle Power Punch And Booyakasha Berry Portable Yogurt,120,16
16830,Le Gruyere Cheese,2,16
16837,Organic Mushroom Chef S Sampler,123,4
16840,Mild Guacamole,67,20
16846,Lightly Salted Cultured Butter,36,16
16848,Hickory Smoked Ultra Thin Deli Slices,14,20
16850,Sweet Corn,123,4
16853,Organic Pink Ruby Grapefruit,24,4
16861,Pecorino Toscano Cheese,2,16
16862,Spicy Jalapeno Uncured Salame,96,20
16870,Chopped Salad Kit Sesame Asian,123,4
16871,Simple Starters Diced Red Onion,123,4
16882,Baby Spring Mix,123,4
16886,Bread Cheese,2,16
16893,Soft Cream Cheese,108,16
16910,Port Wine Cheese Ball,2,16
16912,Coconut Quinoa Yogurt,120,16
16921,Chevrai Original Goat Cheese,21,16
16932,"Noodles, Sesame, Vegan, Tray",13,20
16939,"Milk, Lowfat, Chocolate, 1% Milkfat",84,16
16945,Salsa Mild,67,20
16951,Deli Roast Beef,96,20
16958,Dill Stir-In Paste,16,4
16964,Part-Skim Mozzarella Cheese,21,16
16967,Organic 50/50 Spring Blend,123,4
16985,Original Recipe Hummus,67,20
16995,Sliced Soppressata Salame,96,20
17007,Butter Salted,36,16
17008,Shredded Sharp Cheddar Cheese,21,16
17012,Mexican Style Quesadilla Melting Cheese with Jalapeno,21,16
17027,Avocado Roll,13,20
17031,Deliciously Dairy Free Jack Style Wedge,21,16
17033,Granny Smith Apple,24,4
17042,8 oz Dofino Havarti Light,2,16
17068,Cinnamon Raisin Rice Pudding,71,16
17070,"Salad, Lettuce Trio",123,4
17072,Plain Low-Fat Yogurt,120,16
17079,Non Dairy Sour Cream Alternative,108,16
17083,Organic Five Spice Tofu Nuggets,14,20
17086,Goat Milk Mozzarella,21,16
17088,"Original Unsweetened Enriched Almond, Cashew & Hazelnut Drink",91,16
17104,Organic Guava,24,4
17122,Honeycrisp Apples,24,4
17123,Organic Honeydew,24,4
17128,"Cheese, Smoked Swiss",21,16
17134,Pepper Jack String Cheese,21,16
17148,Peanut Butter Sliced Apples,123,4
17159,Rhubarb,83,4
17160,Smooth & Creamy Organic Lowfat French Vanilla Yogurt,120,16
17163,Vitamin A & D Fat Free Milk,84,16
17174,Coffee-Mate Star Wars Spiced Latte Coffee Creamer,53,16
17183,Peach Yoghurt,120,16
17195,Pepper Turkey Breast,96,20
17202,Bologna Style Veggie Protein Slices,14,20
17207,Non Fat Greek Yogurt,120,16
17225,Greek Yogurt Vanilla,120,16
17234,Light & Fit Nonfat Yogurt Drink Strawberry,120,16
17240,Pastrami,96,20
17250,Eggnog,84,16
17269,Enchilado Part Skim Milk Cheese,21,16
17273,Fire Roasted Red Pepper Hummus,67,20
17284,Organic Sugar Snap Peas,83,4
17302,Lobster Bisque,1,20
17313,Hass Avocado Variety,24,4
17316,Vitamin D Organic Whole Milk,84,16
17318,Sliced Swiss Cheese,21,16
17328,Reduced Fat Feta Cheese,21,16
17356,Fat Free Sour Cream,108,16
17358,Crossovers Maple Syrup Blended with Ancient Grain Granola Low-Fat Greek Strained Yogurt,120,16
17368,Butternut Squash Tamales With Cheese,13,20
17389,Jack Habanero Cheese,83,4
17395,Yellow Nectarine,24,4
17400,Organic Lettuce,83,4
17416,Natural Hickory Smoked Ham,96,20
17429,Jalapeno Hummus,67,20
17476,Nourish Bowls Monterey Risotto,123,4
17477,Organic Peach Kefir,120,16
17501,Lean Hot Turkey Breakfast Sausage,96,20
17522,Polish Kielbasa (100869) Smoked & Cooked,96,20
17533,Harissa Dip,67,20
17538,7 Grain Non-Dairy Beverage Original,91,16
17542,Toscano Salame,96,20
17547,Meat Lasagna,13,20
17551,Fat Free Sharp Cheddar Pasteurized Process Cheese Product,21,16
17553,Lowfat Blueberry Yogurt,120,16
17560,Dairy Free Cultured Plain Coconut Milk,120,16
17562,Olive Tapenade Hummus,67,20
17573,"Farmstyle Greek Strained Yogurt Washington Raspberry, 2% Milkfat",120,16
17574,American Classics Macaroni Salad,1,20
17577,"8\"" Pepperoni Pizza",13,20
17578,Moses Sleeper,2,16
17579,Cream Top Strawberry on the Bottom Yogurt,120,16
17584,Southwest Style Strips,14,20
17588,Velveeta Mexican Cheese,21,16
17592,Chinese Eggplant,83,4
17600,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",120,16
17608,Junami Apple,24,4
17618,Sandwich Style Pepperoni,96,20
17627,Butterscotch Pudding,71,16
17630,YoKids Squeeze! Organic Strawberry Flavor Yogurt,120,16
17633,Sliced Heirloom Portabella Mushrooms,123,4
17637,Feta Crumbled Tomato & Basil Cheese,21,16
17641,"Chorizo, Espanol",96,20
17668,Unsweetened Chocolate Almond Breeze Almond Milk,91,16
17672,Organic  Monterey Jack Cheese,21,16
17674,"Just Mango, Apple & Avocado Baby Food",123,4
17684,Maple Turkey,96,20
17690,Coconut Milk Powder,91,16
17691,Vanilla Yogurt,120,16
17703,Icelandic Style Skyr 0% Milkfat Strained Non-Fat Yogurt Pomegranate & Passion Fruit,120,16
17704,Lemons,123,4
17715,Spicy Minis Guacamole,67,20
17719,Mediterranean Lentil Salad,1,20
17721,Original Dairy Free Coconut Milk,91,16
17752,Living Mint,16,4
17758,Strawberry Rhubarb Yoghurt,120,16
17765,Italian Blend Salad,123,4
17774,Parmigiano Reggiano,2,16
17776,Gooseberry,24,4
17789,Soy Free Buttery Spread,91,16
17794,Carrots,83,4
17795,Organic Green Leaf Lettuce,83,4
17803,Organic Cultured Sour Cream,108,16
17810,Activia Fruit Fusion Strawberry & Raspberry Yogurt,120,16
17811,Baby Kale & Spinach Juicing Greens,123,4
17821,Almond Cheddar Style Shredded Cheese Alternative,21,16
17825,Lowfat 1% Milk,84,16
17829,Chocolate Pudding Cups,71,16
17832,Chicken Kabobbles,13,20
17838,Cream Top Lemon Twist,120,16
17848,Lean Honey Ham,96,20
17849,Pepperoni Italian Style,96,20
17868,"Yogurt, Greek, Reduced Fat, Vanilla Cinnamon Orange Flavored",120,16
17869,Pumpkin Spice Eggnog,53,16
17871,Grade A Goat Milk,84,16
17872,Total 2% Lowfat Plain Greek Yogurt,120,16
17876,Organic Thai Curry Tofu Nuggets,14,20
17883,Swiss Sliced Cheese,21,16
17896,Sugar Free Lemon Lime Gelatin Snacks,71,16
